file_id	image_path	species	source	set
549	dataset/images\train\lab\betula_nigra\wb1037-10-1.jpg	betula_nigra	lab	train
550	dataset/images\train\lab\betula_nigra\wb1037-10-2.jpg	betula_nigra	lab	train
551	dataset/images\train\lab\betula_nigra\wb1037-10-3.jpg	betula_nigra	lab	train
552	dataset/images\train\lab\betula_nigra\wb1037-10-4.jpg	betula_nigra	lab	train
553	dataset/images\train\lab\betula_nigra\wb1038-01-1.jpg	betula_nigra	lab	train
554	dataset/images\train\lab\betula_nigra\wb1038-01-2.jpg	betula_nigra	lab	train
555	dataset/images\train\lab\betula_nigra\wb1038-01-3.jpg	betula_nigra	lab	train
556	dataset/images\train\lab\betula_nigra\wb1038-02-1.jpg	betula_nigra	lab	train
557	dataset/images\train\lab\betula_nigra\wb1038-02-2.jpg	betula_nigra	lab	train
558	dataset/images\train\lab\betula_nigra\wb1038-03-1.jpg	betula_nigra	lab	train
559	dataset/images\train\lab\betula_nigra\wb1038-03-4.jpg	betula_nigra	lab	train
560	dataset/images\train\lab\betula_nigra\wb1038-04-1.jpg	betula_nigra	lab	train
561	dataset/images\train\lab\betula_nigra\wb1038-04-3.jpg	betula_nigra	lab	train
562	dataset/images\train\lab\betula_nigra\wb1038-04-4.jpg	betula_nigra	lab	train
563	dataset/images\train\lab\betula_nigra\wb1038-05-1.jpg	betula_nigra	lab	train
564	dataset/images\train\lab\betula_nigra\wb1038-05-3.jpg	betula_nigra	lab	train
565	dataset/images\train\lab\betula_nigra\wb1038-06-2.jpg	betula_nigra	lab	train
566	dataset/images\train\lab\betula_nigra\wb1038-06-4.jpg	betula_nigra	lab	train
567	dataset/images\train\lab\betula_nigra\wb1038-07-1.jpg	betula_nigra	lab	train
568	dataset/images\train\lab\betula_nigra\wb1038-07-2.jpg	betula_nigra	lab	train
569	dataset/images\train\lab\betula_nigra\wb1038-07-3.jpg	betula_nigra	lab	train
570	dataset/images\train\lab\betula_nigra\wb1038-08-1.jpg	betula_nigra	lab	train
571	dataset/images\train\lab\betula_nigra\wb1038-08-3.jpg	betula_nigra	lab	train
572	dataset/images\train\lab\betula_nigra\wb1038-09-1.jpg	betula_nigra	lab	train
573	dataset/images\train\lab\betula_nigra\wb1038-09-2.jpg	betula_nigra	lab	train
574	dataset/images\train\lab\betula_nigra\wb1038-09-3.jpg	betula_nigra	lab	train
575	dataset/images\train\lab\betula_nigra\wb1038-10-2.jpg	betula_nigra	lab	train
576	dataset/images\train\lab\betula_nigra\wb1038-10-4.jpg	betula_nigra	lab	train
577	dataset/images\train\lab\betula_nigra\wb1039-01-1.jpg	betula_nigra	lab	train
578	dataset/images\train\lab\betula_nigra\wb1039-01-2.jpg	betula_nigra	lab	train
579	dataset/images\train\lab\betula_nigra\wb1039-01-3.jpg	betula_nigra	lab	train
580	dataset/images\train\lab\betula_nigra\wb1039-02-1.jpg	betula_nigra	lab	train
581	dataset/images\train\lab\betula_nigra\wb1039-02-2.jpg	betula_nigra	lab	train
582	dataset/images\train\lab\betula_nigra\wb1039-02-4.jpg	betula_nigra	lab	train
583	dataset/images\train\lab\betula_nigra\wb1039-03-1.jpg	betula_nigra	lab	train
584	dataset/images\train\lab\betula_nigra\wb1039-03-2.jpg	betula_nigra	lab	train
585	dataset/images\train\lab\betula_nigra\wb1039-03-3.jpg	betula_nigra	lab	train
586	dataset/images\train\lab\betula_nigra\wb1039-03-4.jpg	betula_nigra	lab	train
587	dataset/images\train\lab\betula_nigra\wb1039-04-1.jpg	betula_nigra	lab	train
588	dataset/images\train\lab\betula_nigra\wb1039-04-2.jpg	betula_nigra	lab	train
589	dataset/images\train\lab\betula_nigra\wb1039-04-3.jpg	betula_nigra	lab	train
590	dataset/images\train\lab\betula_nigra\wb1039-04-4.jpg	betula_nigra	lab	train
591	dataset/images\train\lab\betula_nigra\wb1039-05-1.jpg	betula_nigra	lab	train
592	dataset/images\train\lab\betula_nigra\wb1039-05-4.jpg	betula_nigra	lab	train
593	dataset/images\train\lab\betula_nigra\wb1039-06-1.jpg	betula_nigra	lab	train
594	dataset/images\train\lab\betula_nigra\wb1039-06-2.jpg	betula_nigra	lab	train
595	dataset/images\train\lab\betula_nigra\wb1039-06-4.jpg	betula_nigra	lab	train
596	dataset/images\train\lab\betula_nigra\wb1039-07-1.jpg	betula_nigra	lab	train
597	dataset/images\train\lab\betula_nigra\wb1039-07-2.jpg	betula_nigra	lab	train
598	dataset/images\train\lab\betula_nigra\wb1039-08-1.jpg	betula_nigra	lab	train
599	dataset/images\train\lab\betula_nigra\wb1039-08-2.jpg	betula_nigra	lab	train
600	dataset/images\train\lab\betula_nigra\wb1039-08-3.jpg	betula_nigra	lab	train
601	dataset/images\train\lab\betula_nigra\wb1039-09-2.jpg	betula_nigra	lab	train
602	dataset/images\train\lab\betula_nigra\wb1039-09-3.jpg	betula_nigra	lab	train
603	dataset/images\train\lab\betula_nigra\wb1039-09-4.jpg	betula_nigra	lab	train
604	dataset/images\train\lab\betula_nigra\wb1039-10-1.jpg	betula_nigra	lab	train
605	dataset/images\train\lab\betula_nigra\wb1039-10-2.jpg	betula_nigra	lab	train
606	dataset/images\train\lab\betula_nigra\wb1039-10-4.jpg	betula_nigra	lab	train
607	dataset/images\train\lab\carya_cordiformis\pi0053-01-1.jpg	carya_cordiformis	lab	train
608	dataset/images\train\lab\carya_cordiformis\pi0053-01-3.jpg	carya_cordiformis	lab	train
609	dataset/images\train\lab\carya_cordiformis\pi0053-01-4.jpg	carya_cordiformis	lab	train
610	dataset/images\train\lab\carya_cordiformis\pi0053-02-1.jpg	carya_cordiformis	lab	train
611	dataset/images\train\lab\carya_cordiformis\pi0053-02-3.jpg	carya_cordiformis	lab	train
612	dataset/images\train\lab\carya_cordiformis\pi0053-03-1.jpg	carya_cordiformis	lab	train
613	dataset/images\train\lab\carya_cordiformis\pi0053-04-1.jpg	carya_cordiformis	lab	train
614	dataset/images\train\lab\carya_cordiformis\pi0053-04-2.jpg	carya_cordiformis	lab	train
615	dataset/images\train\lab\carya_cordiformis\pi0053-04-4.jpg	carya_cordiformis	lab	train
616	dataset/images\train\lab\carya_cordiformis\pi0053-05-1.jpg	carya_cordiformis	lab	train
617	dataset/images\train\lab\carya_cordiformis\pi0053-05-2.jpg	carya_cordiformis	lab	train
618	dataset/images\train\lab\carya_cordiformis\pi0053-05-3.jpg	carya_cordiformis	lab	train
619	dataset/images\train\lab\carya_cordiformis\pi0053-05-4.jpg	carya_cordiformis	lab	train
620	dataset/images\train\lab\carya_cordiformis\pi0054-01-1.jpg	carya_cordiformis	lab	train
621	dataset/images\train\lab\carya_cordiformis\pi0054-02-1.jpg	carya_cordiformis	lab	train
622	dataset/images\train\lab\carya_cordiformis\pi0054-02-2.jpg	carya_cordiformis	lab	train
623	dataset/images\train\lab\carya_cordiformis\pi0054-02-4.jpg	carya_cordiformis	lab	train
624	dataset/images\train\lab\carya_cordiformis\pi0054-03-1.jpg	carya_cordiformis	lab	train
625	dataset/images\train\lab\carya_cordiformis\pi0054-03-4.jpg	carya_cordiformis	lab	train
626	dataset/images\train\lab\carya_cordiformis\pi0054-04-1.jpg	carya_cordiformis	lab	train
627	dataset/images\train\lab\carya_cordiformis\pi0054-04-2.jpg	carya_cordiformis	lab	train
628	dataset/images\train\lab\carya_cordiformis\pi0054-04-3.jpg	carya_cordiformis	lab	train
629	dataset/images\train\lab\carya_cordiformis\pi0054-04-4.jpg	carya_cordiformis	lab	train
630	dataset/images\train\lab\carya_cordiformis\pi0054-05-1.jpg	carya_cordiformis	lab	train
631	dataset/images\train\lab\carya_cordiformis\pi0054-05-3.jpg	carya_cordiformis	lab	train
632	dataset/images\train\lab\carya_cordiformis\pi0054-06-2.jpg	carya_cordiformis	lab	train
633	dataset/images\train\lab\carya_cordiformis\pi0054-06-3.jpg	carya_cordiformis	lab	train
634	dataset/images\train\lab\carya_cordiformis\pi0054-06-4.jpg	carya_cordiformis	lab	train
635	dataset/images\train\lab\carya_cordiformis\pi0054-07-2.jpg	carya_cordiformis	lab	train
636	dataset/images\train\lab\carya_cordiformis\pi0054-07-3.jpg	carya_cordiformis	lab	train
637	dataset/images\train\lab\carya_cordiformis\pi0054-07-4.jpg	carya_cordiformis	lab	train
638	dataset/images\train\lab\carya_cordiformis\pi0054-08-2.jpg	carya_cordiformis	lab	train
639	dataset/images\train\lab\carya_cordiformis\pi0054-08-3.jpg	carya_cordiformis	lab	train
640	dataset/images\train\lab\carya_cordiformis\pi0055-01-4.jpg	carya_cordiformis	lab	train
641	dataset/images\train\lab\carya_cordiformis\pi0055-02-2.jpg	carya_cordiformis	lab	train
642	dataset/images\train\lab\carya_cordiformis\pi0055-02-3.jpg	carya_cordiformis	lab	train
643	dataset/images\train\lab\carya_cordiformis\pi0055-02-4.jpg	carya_cordiformis	lab	train
644	dataset/images\train\lab\carya_cordiformis\pi0055-03-1.jpg	carya_cordiformis	lab	train
645	dataset/images\train\lab\carya_cordiformis\pi0055-03-2.jpg	carya_cordiformis	lab	train
646	dataset/images\train\lab\carya_cordiformis\pi0055-03-3.jpg	carya_cordiformis	lab	train
647	dataset/images\train\lab\carya_cordiformis\pi0055-03-4.jpg	carya_cordiformis	lab	train
648	dataset/images\train\lab\carya_cordiformis\pi0055-04-1.jpg	carya_cordiformis	lab	train
649	dataset/images\train\lab\carya_cordiformis\pi0055-04-2.jpg	carya_cordiformis	lab	train
650	dataset/images\train\lab\carya_cordiformis\pi0055-04-3.jpg	carya_cordiformis	lab	train
651	dataset/images\train\lab\carya_cordiformis\pi0055-04-4.jpg	carya_cordiformis	lab	train
652	dataset/images\train\lab\carya_cordiformis\pi0055-05-1.jpg	carya_cordiformis	lab	train
653	dataset/images\train\lab\carya_cordiformis\pi0055-05-2.jpg	carya_cordiformis	lab	train
654	dataset/images\train\lab\carya_cordiformis\pi0055-06-1.jpg	carya_cordiformis	lab	train
655	dataset/images\train\lab\carya_cordiformis\pi0055-06-2.jpg	carya_cordiformis	lab	train
656	dataset/images\train\lab\carya_cordiformis\pi0055-06-3.jpg	carya_cordiformis	lab	train
657	dataset/images\train\lab\carya_cordiformis\pi0055-06-4.jpg	carya_cordiformis	lab	train
658	dataset/images\train\lab\carya_cordiformis\pi0055-07-1.jpg	carya_cordiformis	lab	train
659	dataset/images\train\lab\carya_cordiformis\pi0055-07-2.jpg	carya_cordiformis	lab	train
660	dataset/images\train\lab\carya_cordiformis\pi0055-07-3.jpg	carya_cordiformis	lab	train
661	dataset/images\train\lab\carya_cordiformis\pi0055-07-4.jpg	carya_cordiformis	lab	train
662	dataset/images\train\lab\carya_cordiformis\pi0055-08-1.jpg	carya_cordiformis	lab	train
663	dataset/images\train\lab\carya_cordiformis\pi0055-08-2.jpg	carya_cordiformis	lab	train
664	dataset/images\train\lab\carya_cordiformis\pi0055-08-4.jpg	carya_cordiformis	lab	train
665	dataset/images\train\lab\carya_cordiformis\pi0055-09-2.jpg	carya_cordiformis	lab	train
666	dataset/images\train\lab\carya_cordiformis\pi0139-01-1.jpg	carya_cordiformis	lab	train
667	dataset/images\train\lab\carya_cordiformis\pi0139-01-2.jpg	carya_cordiformis	lab	train
668	dataset/images\train\lab\carya_cordiformis\pi0139-01-3.jpg	carya_cordiformis	lab	train
669	dataset/images\train\lab\carya_cordiformis\pi0139-01-4.jpg	carya_cordiformis	lab	train
670	dataset/images\train\lab\carya_cordiformis\pi0139-02-1.jpg	carya_cordiformis	lab	train
671	dataset/images\train\lab\carya_cordiformis\pi0139-02-2.jpg	carya_cordiformis	lab	train
672	dataset/images\train\lab\carya_cordiformis\pi0139-02-3.jpg	carya_cordiformis	lab	train
673	dataset/images\train\lab\carya_cordiformis\pi0139-02-4.jpg	carya_cordiformis	lab	train
674	dataset/images\train\lab\carya_cordiformis\pi0139-03-1.jpg	carya_cordiformis	lab	train
675	dataset/images\train\lab\carya_cordiformis\pi0139-03-2.jpg	carya_cordiformis	lab	train
676	dataset/images\train\lab\carya_cordiformis\pi0139-03-3.jpg	carya_cordiformis	lab	train
677	dataset/images\train\lab\carya_cordiformis\pi1002-01-1.jpg	carya_cordiformis	lab	train
678	dataset/images\train\lab\carya_cordiformis\pi1002-01-2.jpg	carya_cordiformis	lab	train
679	dataset/images\train\lab\carya_cordiformis\pi1002-01-4.jpg	carya_cordiformis	lab	train
680	dataset/images\train\lab\carya_cordiformis\pi1068-01-1.jpg	carya_cordiformis	lab	train
681	dataset/images\train\lab\carya_cordiformis\pi1068-01-2.jpg	carya_cordiformis	lab	train
682	dataset/images\train\lab\carya_cordiformis\pi1068-01-4.jpg	carya_cordiformis	lab	train
683	dataset/images\train\lab\carya_cordiformis\pi2337-01-1.jpg	carya_cordiformis	lab	train
684	dataset/images\train\lab\carya_cordiformis\pi2337-01-2.jpg	carya_cordiformis	lab	train
685	dataset/images\train\lab\carya_cordiformis\pi2337-01-4.jpg	carya_cordiformis	lab	train
686	dataset/images\train\lab\carya_cordiformis\pi2337-02-1.jpg	carya_cordiformis	lab	train
687	dataset/images\train\lab\carya_cordiformis\pi2337-02-3.jpg	carya_cordiformis	lab	train
688	dataset/images\train\lab\carya_cordiformis\pi2337-02-4.jpg	carya_cordiformis	lab	train
689	dataset/images\train\lab\carya_cordiformis\pi2337-03-1.jpg	carya_cordiformis	lab	train
690	dataset/images\train\lab\carya_cordiformis\pi2337-04-1.jpg	carya_cordiformis	lab	train
691	dataset/images\train\lab\carya_cordiformis\pi2337-04-2.jpg	carya_cordiformis	lab	train
692	dataset/images\train\lab\carya_cordiformis\pi2337-04-3.jpg	carya_cordiformis	lab	train
693	dataset/images\train\lab\carya_cordiformis\pi2337-04-4.jpg	carya_cordiformis	lab	train
694	dataset/images\train\lab\carya_cordiformis\pi2337-05-1.jpg	carya_cordiformis	lab	train
695	dataset/images\train\lab\carya_cordiformis\pi2337-05-4.jpg	carya_cordiformis	lab	train
696	dataset/images\train\lab\carya_cordiformis\pi2337-06-1.jpg	carya_cordiformis	lab	train
697	dataset/images\train\lab\carya_cordiformis\pi2337-07-1.jpg	carya_cordiformis	lab	train
698	dataset/images\train\lab\carya_cordiformis\pi2337-07-2.jpg	carya_cordiformis	lab	train
699	dataset/images\train\lab\carya_cordiformis\pi2337-07-3.jpg	carya_cordiformis	lab	train
700	dataset/images\train\lab\carya_cordiformis\pi2337-07-4.jpg	carya_cordiformis	lab	train
701	dataset/images\train\lab\carya_cordiformis\pi2337-08-2.jpg	carya_cordiformis	lab	train
702	dataset/images\train\lab\carya_cordiformis\pi2337-08-3.jpg	carya_cordiformis	lab	train
703	dataset/images\train\lab\carya_cordiformis\pi2337-08-4.jpg	carya_cordiformis	lab	train
704	dataset/images\train\lab\carya_cordiformis\pi2337-09-2.jpg	carya_cordiformis	lab	train
705	dataset/images\train\lab\carya_cordiformis\pi2337-09-4.jpg	carya_cordiformis	lab	train
706	dataset/images\train\lab\carya_cordiformis\pi2337-10-1.jpg	carya_cordiformis	lab	train
707	dataset/images\train\lab\carya_cordiformis\pi2337-10-2.jpg	carya_cordiformis	lab	train
708	dataset/images\train\lab\carya_cordiformis\pi2337-10-3.jpg	carya_cordiformis	lab	train
709	dataset/images\train\lab\carya_cordiformis\pi2337-10-4.jpg	carya_cordiformis	lab	train
710	dataset/images\train\lab\catalpa_speciosa\wb1226-01-1.jpg	catalpa_speciosa	lab	train
711	dataset/images\train\lab\catalpa_speciosa\wb1226-01-3.jpg	catalpa_speciosa	lab	train
712	dataset/images\train\lab\catalpa_speciosa\wb1226-01-4.jpg	catalpa_speciosa	lab	train
713	dataset/images\train\lab\catalpa_speciosa\wb1226-02-1.jpg	catalpa_speciosa	lab	train
714	dataset/images\train\lab\catalpa_speciosa\wb1226-02-2.jpg	catalpa_speciosa	lab	train
715	dataset/images\train\lab\catalpa_speciosa\wb1226-02-3.jpg	catalpa_speciosa	lab	train
716	dataset/images\train\lab\catalpa_speciosa\wb1226-02-4.jpg	catalpa_speciosa	lab	train
717	dataset/images\train\lab\catalpa_speciosa\wb1226-03-1.jpg	catalpa_speciosa	lab	train
718	dataset/images\train\lab\catalpa_speciosa\wb1226-03-2.jpg	catalpa_speciosa	lab	train
719	dataset/images\train\lab\catalpa_speciosa\wb1226-03-4.jpg	catalpa_speciosa	lab	train
720	dataset/images\train\lab\catalpa_speciosa\wb1226-04-2.jpg	catalpa_speciosa	lab	train
721	dataset/images\train\lab\catalpa_speciosa\wb1226-04-3.jpg	catalpa_speciosa	lab	train
722	dataset/images\train\lab\catalpa_speciosa\wb1226-04-4.jpg	catalpa_speciosa	lab	train
723	dataset/images\train\lab\catalpa_speciosa\wb1226-05-2.jpg	catalpa_speciosa	lab	train
724	dataset/images\train\lab\catalpa_speciosa\wb1226-05-4.jpg	catalpa_speciosa	lab	train
725	dataset/images\train\lab\catalpa_speciosa\wb1226-06-1.jpg	catalpa_speciosa	lab	train
726	dataset/images\train\lab\catalpa_speciosa\wb1226-07-1.jpg	catalpa_speciosa	lab	train
727	dataset/images\train\lab\catalpa_speciosa\wb1226-07-2.jpg	catalpa_speciosa	lab	train
728	dataset/images\train\lab\catalpa_speciosa\wb1226-07-4.jpg	catalpa_speciosa	lab	train
729	dataset/images\train\lab\catalpa_speciosa\wb1226-08-1.jpg	catalpa_speciosa	lab	train
730	dataset/images\train\lab\catalpa_speciosa\wb1226-08-4.jpg	catalpa_speciosa	lab	train
731	dataset/images\train\lab\catalpa_speciosa\wb1226-09-1.jpg	catalpa_speciosa	lab	train
732	dataset/images\train\lab\catalpa_speciosa\wb1226-09-3.jpg	catalpa_speciosa	lab	train
733	dataset/images\train\lab\catalpa_speciosa\wb1226-09-4.jpg	catalpa_speciosa	lab	train
734	dataset/images\train\lab\catalpa_speciosa\wb1226-10-1.jpg	catalpa_speciosa	lab	train
735	dataset/images\train\lab\catalpa_speciosa\wb1226-10-4.jpg	catalpa_speciosa	lab	train
736	dataset/images\train\lab\catalpa_speciosa\wb1227-01-1.jpg	catalpa_speciosa	lab	train
737	dataset/images\train\lab\catalpa_speciosa\wb1227-01-3.jpg	catalpa_speciosa	lab	train
738	dataset/images\train\lab\catalpa_speciosa\wb1227-01-4.jpg	catalpa_speciosa	lab	train
739	dataset/images\train\lab\catalpa_speciosa\wb1227-02-1.jpg	catalpa_speciosa	lab	train
740	dataset/images\train\lab\catalpa_speciosa\wb1227-02-4.jpg	catalpa_speciosa	lab	train
741	dataset/images\train\lab\catalpa_speciosa\wb1227-03-1.jpg	catalpa_speciosa	lab	train
742	dataset/images\train\lab\catalpa_speciosa\wb1227-03-3.jpg	catalpa_speciosa	lab	train
743	dataset/images\train\lab\catalpa_speciosa\wb1227-03-4.jpg	catalpa_speciosa	lab	train
744	dataset/images\train\lab\catalpa_speciosa\wb1227-04-3.jpg	catalpa_speciosa	lab	train
745	dataset/images\train\lab\catalpa_speciosa\wb1227-04-4.jpg	catalpa_speciosa	lab	train
746	dataset/images\train\lab\catalpa_speciosa\wb1227-05-1.jpg	catalpa_speciosa	lab	train
747	dataset/images\train\lab\catalpa_speciosa\wb1227-05-3.jpg	catalpa_speciosa	lab	train
748	dataset/images\train\lab\catalpa_speciosa\wb1227-05-4.jpg	catalpa_speciosa	lab	train
749	dataset/images\train\lab\catalpa_speciosa\wb1227-06-2.jpg	catalpa_speciosa	lab	train
750	dataset/images\train\lab\catalpa_speciosa\wb1227-06-3.jpg	catalpa_speciosa	lab	train
751	dataset/images\train\lab\catalpa_speciosa\wb1227-06-4.jpg	catalpa_speciosa	lab	train
752	dataset/images\train\lab\catalpa_speciosa\wb1227-07-1.jpg	catalpa_speciosa	lab	train
753	dataset/images\train\lab\catalpa_speciosa\wb1227-07-2.jpg	catalpa_speciosa	lab	train
754	dataset/images\train\lab\catalpa_speciosa\wb1227-07-4.jpg	catalpa_speciosa	lab	train
755	dataset/images\train\lab\catalpa_speciosa\wb1227-08-1.jpg	catalpa_speciosa	lab	train
756	dataset/images\train\lab\catalpa_speciosa\wb1227-08-2.jpg	catalpa_speciosa	lab	train
757	dataset/images\train\lab\catalpa_speciosa\wb1227-09-1.jpg	catalpa_speciosa	lab	train
758	dataset/images\train\lab\catalpa_speciosa\wb1227-09-2.jpg	catalpa_speciosa	lab	train
759	dataset/images\train\lab\catalpa_speciosa\wb1227-09-3.jpg	catalpa_speciosa	lab	train
760	dataset/images\train\lab\catalpa_speciosa\wb1227-09-4.jpg	catalpa_speciosa	lab	train
761	dataset/images\train\lab\catalpa_speciosa\wb1227-10-1.jpg	catalpa_speciosa	lab	train
762	dataset/images\train\lab\catalpa_speciosa\wb1227-10-3.jpg	catalpa_speciosa	lab	train
763	dataset/images\train\lab\catalpa_speciosa\wb1228-01-2.jpg	catalpa_speciosa	lab	train
764	dataset/images\train\lab\catalpa_speciosa\wb1228-01-3.jpg	catalpa_speciosa	lab	train
765	dataset/images\train\lab\catalpa_speciosa\wb1228-01-4.jpg	catalpa_speciosa	lab	train
766	dataset/images\train\lab\catalpa_speciosa\wb1228-02-1.jpg	catalpa_speciosa	lab	train
767	dataset/images\train\lab\catalpa_speciosa\wb1228-02-2.jpg	catalpa_speciosa	lab	train
768	dataset/images\train\lab\catalpa_speciosa\wb1228-02-3.jpg	catalpa_speciosa	lab	train
769	dataset/images\train\lab\catalpa_speciosa\wb1228-02-4.jpg	catalpa_speciosa	lab	train
770	dataset/images\train\lab\catalpa_speciosa\wb1228-03-2.jpg	catalpa_speciosa	lab	train
771	dataset/images\train\lab\catalpa_speciosa\wb1228-03-3.jpg	catalpa_speciosa	lab	train
772	dataset/images\train\lab\catalpa_speciosa\wb1228-03-4.jpg	catalpa_speciosa	lab	train
773	dataset/images\train\lab\catalpa_speciosa\wb1228-04-1.jpg	catalpa_speciosa	lab	train
774	dataset/images\train\lab\catalpa_speciosa\wb1228-04-3.jpg	catalpa_speciosa	lab	train
775	dataset/images\train\lab\catalpa_speciosa\wb1228-04-4.jpg	catalpa_speciosa	lab	train
776	dataset/images\train\lab\catalpa_speciosa\wb1228-05-4.jpg	catalpa_speciosa	lab	train
777	dataset/images\train\lab\catalpa_speciosa\wb1228-06-1.jpg	catalpa_speciosa	lab	train
778	dataset/images\train\lab\catalpa_speciosa\wb1228-06-2.jpg	catalpa_speciosa	lab	train
779	dataset/images\train\lab\catalpa_speciosa\wb1228-06-3.jpg	catalpa_speciosa	lab	train
780	dataset/images\train\lab\catalpa_speciosa\wb1228-06-4.jpg	catalpa_speciosa	lab	train
781	dataset/images\train\lab\catalpa_speciosa\wb1228-07-1.jpg	catalpa_speciosa	lab	train
782	dataset/images\train\lab\catalpa_speciosa\wb1228-07-2.jpg	catalpa_speciosa	lab	train
783	dataset/images\train\lab\catalpa_speciosa\wb1228-07-3.jpg	catalpa_speciosa	lab	train
784	dataset/images\train\lab\catalpa_speciosa\wb1228-08-2.jpg	catalpa_speciosa	lab	train
785	dataset/images\train\lab\catalpa_speciosa\wb1228-08-3.jpg	catalpa_speciosa	lab	train
786	dataset/images\train\lab\catalpa_speciosa\wb1228-08-4.jpg	catalpa_speciosa	lab	train
787	dataset/images\train\lab\catalpa_speciosa\wb1228-09-1.jpg	catalpa_speciosa	lab	train
788	dataset/images\train\lab\catalpa_speciosa\wb1228-09-2.jpg	catalpa_speciosa	lab	train
789	dataset/images\train\lab\catalpa_speciosa\wb1228-09-3.jpg	catalpa_speciosa	lab	train
790	dataset/images\train\lab\catalpa_speciosa\wb1228-09-4.jpg	catalpa_speciosa	lab	train
791	dataset/images\train\lab\catalpa_speciosa\wb1228-10-2.jpg	catalpa_speciosa	lab	train
792	dataset/images\train\lab\catalpa_speciosa\wb1228-10-3.jpg	catalpa_speciosa	lab	train
793	dataset/images\train\lab\catalpa_speciosa\wb1228-10-4.jpg	catalpa_speciosa	lab	train
794	dataset/images\train\lab\corylus_colurna\ny1120-01-2.jpg	corylus_colurna	lab	train
795	dataset/images\train\lab\corylus_colurna\ny1120-01-3.jpg	corylus_colurna	lab	train
796	dataset/images\train\lab\corylus_colurna\ny1120-01-4.jpg	corylus_colurna	lab	train
797	dataset/images\train\lab\corylus_colurna\ny1120-02-1.jpg	corylus_colurna	lab	train
798	dataset/images\train\lab\corylus_colurna\ny1120-02-2.jpg	corylus_colurna	lab	train
799	dataset/images\train\lab\corylus_colurna\ny1120-02-4.jpg	corylus_colurna	lab	train
800	dataset/images\train\lab\corylus_colurna\ny1120-03-1.jpg	corylus_colurna	lab	train
801	dataset/images\train\lab\corylus_colurna\ny1120-03-2.jpg	corylus_colurna	lab	train
802	dataset/images\train\lab\corylus_colurna\ny1120-03-3.jpg	corylus_colurna	lab	train
803	dataset/images\train\lab\corylus_colurna\ny1120-03-4.jpg	corylus_colurna	lab	train
804	dataset/images\train\lab\corylus_colurna\ny1120-04-2.jpg	corylus_colurna	lab	train
805	dataset/images\train\lab\corylus_colurna\ny1120-04-3.jpg	corylus_colurna	lab	train
806	dataset/images\train\lab\corylus_colurna\ny1120-05-1.jpg	corylus_colurna	lab	train
807	dataset/images\train\lab\corylus_colurna\ny1120-05-2.jpg	corylus_colurna	lab	train
808	dataset/images\train\lab\corylus_colurna\ny1120-05-3.jpg	corylus_colurna	lab	train
809	dataset/images\train\lab\corylus_colurna\ny1120-05-4.jpg	corylus_colurna	lab	train
810	dataset/images\train\lab\corylus_colurna\ny1120-06-1.jpg	corylus_colurna	lab	train
811	dataset/images\train\lab\corylus_colurna\ny1120-06-2.jpg	corylus_colurna	lab	train
812	dataset/images\train\lab\corylus_colurna\ny1120-07-4.jpg	corylus_colurna	lab	train
813	dataset/images\train\lab\corylus_colurna\ny1120-08-1.jpg	corylus_colurna	lab	train
814	dataset/images\train\lab\corylus_colurna\ny1120-08-3.jpg	corylus_colurna	lab	train
815	dataset/images\train\lab\corylus_colurna\ny1120-09-3.jpg	corylus_colurna	lab	train
816	dataset/images\train\lab\corylus_colurna\ny1120-09-4.jpg	corylus_colurna	lab	train
817	dataset/images\train\lab\corylus_colurna\ny1120-10-2.jpg	corylus_colurna	lab	train
818	dataset/images\train\lab\corylus_colurna\ny1120-10-3.jpg	corylus_colurna	lab	train
819	dataset/images\train\lab\corylus_colurna\ny1120-10-4.jpg	corylus_colurna	lab	train
820	dataset/images\train\lab\corylus_colurna\ny1120-11-1.jpg	corylus_colurna	lab	train
821	dataset/images\train\lab\corylus_colurna\ny1120-11-2.jpg	corylus_colurna	lab	train
822	dataset/images\train\lab\corylus_colurna\ny1120-11-3.jpg	corylus_colurna	lab	train
823	dataset/images\train\lab\corylus_colurna\ny1120-11-4.jpg	corylus_colurna	lab	train
824	dataset/images\train\lab\corylus_colurna\ny1120-12-1.jpg	corylus_colurna	lab	train
825	dataset/images\train\lab\corylus_colurna\ny1120-12-2.jpg	corylus_colurna	lab	train
826	dataset/images\train\lab\corylus_colurna\ny1120-12-3.jpg	corylus_colurna	lab	train
827	dataset/images\train\lab\ficus_carica\wb1370-01-2.jpg	ficus_carica	lab	train
828	dataset/images\train\lab\ficus_carica\wb1370-01-3.jpg	ficus_carica	lab	train
829	dataset/images\train\lab\ficus_carica\wb1370-01-4.jpg	ficus_carica	lab	train
830	dataset/images\train\lab\ficus_carica\wb1370-02-1.jpg	ficus_carica	lab	train
831	dataset/images\train\lab\ficus_carica\wb1370-02-2.jpg	ficus_carica	lab	train
832	dataset/images\train\lab\ficus_carica\wb1370-03-1.jpg	ficus_carica	lab	train
833	dataset/images\train\lab\ficus_carica\wb1370-03-2.jpg	ficus_carica	lab	train
834	dataset/images\train\lab\ficus_carica\wb1370-03-3.jpg	ficus_carica	lab	train
835	dataset/images\train\lab\ficus_carica\wb1370-03-4.jpg	ficus_carica	lab	train
836	dataset/images\train\lab\ficus_carica\wb1370-04-1.jpg	ficus_carica	lab	train
